pair_id,direction,intervention,clean_pred,patched_pred,delta_h_med,delta_bad_logit,flip,windows
28,sufficiency,same-class,good,good,-0.08809065818786621,-0.04741382598876953,0,"[[259, 290], [189, 220], [0, 31]]"
28,sufficiency,donor global-mean,good,good,-0.01389622688293457,0.017542362213134766,0,"[[259, 290], [189, 220], [0, 31]]"
29,necessity,top-local,medium,medium,-0.03798246383666992,0.059903621673583984,0,"[[211, 242], [480, 511], [594, 625]]"
29,necessity,random,medium,medium,0.1826481819152832,-0.022536277770996094,0,"[[119, 150], [250, 281], [477, 508]]"
29,necessity,same-class,medium,medium,0.06711459159851074,0.017635345458984375,0,"[[211, 242], [480, 511], [594, 625]]"
29,necessity,donor global-mean,medium,medium,-0.00490880012512207,-0.017772674560546875,0,"[[211, 242], [480, 511], [594, 625]]"
29,sufficiency,top-local,good,good,0.0008730888366699219,0.021984100341796875,0,"[[211, 242], [480, 511], [594, 625]]"
29,sufficiency,random,good,good,-0.1054372787475586,-0.06276130676269531,0,"[[119, 150], [250, 281], [477, 508]]"
29,sufficiency,same-class,good,good,0.07576799392700195,0.07650375366210938,0,"[[211, 242], [480, 511], [594, 625]]"
29,sufficiency,donor global-mean,good,good,0.038584232330322266,0.05408763885498047,0,"[[211, 242], [480, 511], [594, 625]]"
30,necessity,top-local,medium,medium,-0.06516313552856445,-0.021299362182617188,0,"[[538, 569], [495, 526], [217, 248]]"
30,necessity,random,medium,medium,0.02048969268798828,0.00237274169921875,0,"[[438, 469], [313, 344], [131, 162]]"
30,necessity,same-class,medium,medium,-0.02623903751373291,-0.00839853286743164,0,"[[538, 569], [495, 526], [217, 248]]"
30,necessity,donor global-mean,medium,medium,-0.06947052478790283,-0.03899335861206055,0,"[[538, 569], [495, 526], [217, 248]]"
30,sufficiency,top-local,medium,medium,-0.08136212825775146,-0.004759788513183594,0,"[[538, 569], [495, 526], [217, 248]]"
30,sufficiency,random,medium,medium,0.01910078525543213,-0.004827022552490234,0,"[[438, 469], [313, 344], [131, 162]]"
30,sufficiency,same-class,medium,medium,-0.18194687366485596,0.0036668777465820312,0,"[[538, 569], [495, 526], [217, 248]]"
30,sufficiency,donor global-mean,medium,medium,-0.005110383033752441,0.01668691635131836,0,"[[538, 569], [495, 526], [217, 248]]"
31,necessity,top-local,medium,medium,0.0998392105102539,0.03137397766113281,0,"[[0, 31], [534, 565], [503, 534]]"
31,necessity,random,medium,medium,0.0359339714050293,-0.1189260482788086,0,"[[198, 229], [511, 542], [87, 118]]"
31,necessity,same-class,medium,medium,-0.050099849700927734,-0.2362380027770996,0,"[[0, 31], [534, 565], [503, 534]]"
31,necessity,donor global-mean,medium,medium,-0.0261383056640625,-0.263028621673584,0,"[[0, 31], [534, 565], [503, 534]]"
31,sufficiency,top-local,good,good,0.035718321800231934,0.030154705047607422,0,"[[0, 31], [534, 565], [503, 534]]"
31,sufficiency,random,good,good,-0.020578503608703613,-0.03186941146850586,0,"[[198, 229], [511, 542], [87, 118]]"
31,sufficiency,same-class,good,good,-0.03065192699432373,-0.006527900695800781,0,"[[0, 31], [534, 565], [503, 534]]"
31,sufficiency,donor global-mean,good,good,0.03660571575164795,0.06625699996948242,0,"[[0, 31], [534, 565], [503, 534]]"
32,necessity,top-local,medium,medium,0.030290842056274414,-0.013575077056884766,0,"[[0, 31], [158, 189], [57, 88]]"
32,necessity,random,medium,medium,-0.020157337188720703,0.027332782745361328,0,"[[69, 100], [448, 479], [24, 55]]"
32,necessity,same-class,medium,medium,0.05255889892578125,0.17635583877563477,0,"[[0, 31], [158, 189], [57, 88]]"
32,necessity,donor global-mean,medium,medium,-0.011219978332519531,-0.02597332000732422,0,"[[0, 31], [158, 189], [57, 88]]"
32,sufficiency,top-local,good,good,0.03651857376098633,0.02937030792236328,0,"[[0, 31], [158, 189], [57, 88]]"
32,sufficiency,random,good,good,0.03954505920410156,0.03643798828125,0,"[[69, 100], [448, 479], [24, 55]]"
32,sufficiency,same-class,good,good,0.22172260284423828,0.30660533905029297,0,"[[0, 31], [158, 189], [57, 88]]"
32,sufficiency,donor global-mean,good,good,0.047258615493774414,0.04716777801513672,0,"[[0, 31], [158, 189], [57, 88]]"
33,necessity,top-local,medium,medium,0.20995116233825684,-0.20387506484985352,0,"[[34, 65], [0, 31], [67, 98]]"
33,necessity,random,medium,medium,-0.0825955867767334,0.15927600860595703,0,"[[549, 580], [471, 502], [379, 410]]"
33,necessity,same-class,medium,medium,0.06010627746582031,-0.11233377456665039,0,"[[34, 65], [0, 31], [67, 98]]"
33,necessity,donor global-mean,medium,medium,0.010713338851928711,-0.11108541488647461,0,"[[34, 65], [0, 31], [67, 98]]"
33,sufficiency,top-local,good,good,-0.09196066856384277,-0.10461759567260742,0,"[[34, 65], [0, 31], [67, 98]]"
33,sufficiency,random,good,good,-0.014211654663085938,0.09461498260498047,0,"[[549, 580], [471, 502], [379, 410]]"
33,sufficiency,same-class,good,good,-0.06488645076751709,-0.0690913200378418,0,"[[34, 65], [0, 31], [67, 98]]"
33,sufficiency,donor global-mean,good,good,-0.07130539417266846,-0.05672883987426758,0,"[[34, 65], [0, 31], [67, 98]]"
34,necessity,top-local,medium,medium,-0.17279458045959473,0.09076929092407227,0,"[[364, 395], [513, 544], [324, 355]]"
34,necessity,random,medium,medium,0.02666163444519043,0.05852317810058594,0,"[[267, 298], [120, 151], [54, 85]]"
34,necessity,same-class,medium,medium,-0.09735536575317383,0.05488109588623047,0,"[[364, 395], [513, 544], [324, 355]]"
34,necessity,donor global-mean,medium,medium,-0.13801097869873047,-0.25678443908691406,0,"[[364, 395], [513, 544], [324, 355]]"
34,sufficiency,top-local,good,good,0.0007185935974121094,0.011011123657226562,0,"[[364, 395], [513, 544], [324, 355]]"
34,sufficiency,random,good,good,-0.00867772102355957,0.025107383728027344,0,"[[267, 298], [120, 151], [54, 85]]"
34,sufficiency,same-class,good,good,0.0018000602722167969,-0.016168594360351562,0,"[[364, 395], [513, 544], [324, 355]]"
34,sufficiency,donor global-mean,good,good,0.014118790626525879,0.06324386596679688,0,"[[364, 395], [513, 544], [324, 355]]"
35,necessity,top-local,medium,medium,-0.0648491382598877,0.02671957015991211,0,"[[312, 343], [518, 549], [145, 176]]"
35,necessity,random,medium,medium,-0.05309104919433594,-0.015094757080078125,0,"[[394, 425], [199, 230], [247, 278]]"
35,necessity,same-class,medium,medium,-0.003552556037902832,0.0004277229309082031,0,"[[312, 343], [518, 549], [145, 176]]"
35,necessity,donor global-mean,medium,medium,-0.05954396724700928,-0.006587982177734375,0,"[[312, 343], [518, 549], [145, 176]]"
35,sufficiency,top-local,good,good,0.05134987831115723,0.015081405639648438,0,"[[312, 343], [518, 549], [145, 176]]"
35,sufficiency,random,good,good,0.014178037643432617,-0.01683807373046875,0,"[[394, 425], [199, 230], [247, 278]]"
35,sufficiency,same-class,good,good,0.027404069900512695,0.000965118408203125,0,"[[312, 343], [518, 549], [145, 176]]"
35,sufficiency,donor global-mean,good,good,0.013063907623291016,0.027048110961914062,0,"[[312, 343], [518, 549], [145, 176]]"
36,necessity,top-local,medium,medium,0.04389786720275879,-0.014264106750488281,0,"[[590, 621], [2, 33], [559, 590]]"
36,necessity,random,medium,medium,0.21399450302124023,-0.05551004409790039,0,"[[367, 398], [231, 262], [117, 148]]"
36,necessity,same-class,medium,medium,-0.006545305252075195,0.0021419525146484375,0,"[[590, 621], [2, 33], [559, 590]]"
36,necessity,donor global-mean,medium,medium,-0.04382801055908203,-0.0032606124877929688,0,"[[590, 621], [2, 33], [559, 590]]"
36,sufficiency,top-local,good,good,0.012251019477844238,0.007845878601074219,0,"[[590, 621], [2, 33], [559, 590]]"
36,sufficiency,random,good,good,0.10195040702819824,0.005042076110839844,0,"[[367, 398], [231, 262], [117, 148]]"
36,sufficiency,same-class,good,good,0.01815950870513916,0.016353607177734375,0,"[[590, 621], [2, 33], [559, 590]]"
36,sufficiency,donor global-mean,good,good,0.004974365234375,0.018108367919921875,0,"[[590, 621], [2, 33], [559, 590]]"
37,necessity,top-local,medium,medium,-0.035719871520996094,0.01579904556274414,0,"[[0, 31], [178, 209], [579, 610]]"
37,necessity,random,medium,medium,0.042806148529052734,0.014168739318847656,0,"[[370, 401], [29, 60], [61, 92]]"
37,necessity,same-class,medium,medium,0.011256217956542969,0.08797597885131836,0,"[[0, 31], [178, 209], [579, 610]]"
37,necessity,donor global-mean,medium,medium,-0.049692630767822266,0.007567882537841797,0,"[[0, 31], [178, 209], [579, 610]]"
37,sufficiency,top-local,good,good,0.001954793930053711,-0.023499488830566406,0,"[[0, 31], [178, 209], [579, 610]]"
37,sufficiency,random,good,good,-0.07863569259643555,-0.047942161560058594,0,"[[370, 401], [29, 60], [61, 92]]"
37,sufficiency,same-class,good,good,-0.03129863739013672,-0.042046546936035156,0,"[[0, 31], [178, 209], [579, 610]]"
37,sufficiency,donor global-mean,good,good,0.0029833316802978516,-0.004776954650878906,0,"[[0, 31], [178, 209], [579, 610]]"
38,necessity,top-local,medium,medium,-0.09910869598388672,0.032450199127197266,0,"[[594, 625], [237, 268], [194, 225]]"
38,necessity,random,medium,medium,-0.022141337394714355,-0.03018808364868164,0,"[[131, 162], [515, 546], [365, 396]]"
38,necessity,same-class,medium,medium,-0.10324501991271973,0.017240047454833984,0,"[[594, 625], [237, 268], [194, 225]]"
38,necessity,donor global-mean,medium,medium,-0.119118332862854,-0.009409427642822266,0,"[[594, 625], [237, 268], [194, 225]]"
38,sufficiency,top-local,good,good,0.07685232162475586,0.04136085510253906,0,"[[594, 625], [237, 268], [194, 225]]"
38,sufficiency,random,good,good,-0.020475387573242188,-0.03242683410644531,0,"[[131, 162], [515, 546], [365, 396]]"
38,sufficiency,same-class,good,good,0.09482097625732422,0.04477119445800781,0,"[[594, 625], [237, 268], [194, 225]]"
38,sufficiency,donor global-mean,good,good,0.05386209487915039,0.03095722198486328,0,"[[594, 625], [237, 268], [194, 225]]"
39,necessity,top-local,medium,medium,0.06447625160217285,-0.012119293212890625,0,"[[31, 62], [489, 520], [217, 248]]"
39,necessity,random,medium,medium,0.007730007171630859,-0.012806415557861328,0,"[[3, 34], [590, 621], [471, 502]]"
39,necessity,same-class,medium,medium,-0.041736602783203125,-0.019231796264648438,0,"[[31, 62], [489, 520], [217, 248]]"
39,necessity,donor global-mean,medium,medium,-0.028128623962402344,-0.032828330993652344,0,"[[31, 62], [489, 520], [217, 248]]"
39,sufficiency,top-local,good,good,-0.04610943794250488,-0.06872844696044922,0,"[[31, 62], [489, 520], [217, 248]]"
39,sufficiency,random,good,good,0.012884140014648438,-0.030442237854003906,0,"[[3, 34], [590, 621], [471, 502]]"
39,sufficiency,same-class,good,good,-0.08929300308227539,-0.09560966491699219,0,"[[31, 62], [489, 520], [217, 248]]"
39,sufficiency,donor global-mean,good,good,-0.055925607681274414,-0.048656463623046875,0,"[[31, 62], [489, 520], [217, 248]]"
40,necessity,top-local,medium,medium,0.054257869720458984,-0.04025459289550781,0,"[[297, 328], [590, 621], [205, 236]]"
40,necessity,random,medium,medium,0.19476532936096191,-0.035617828369140625,0,"[[558, 589], [454, 485], [591, 622]]"
40,necessity,same-class,medium,medium,-0.09804821014404297,-0.0022115707397460938,0,"[[297, 328], [590, 621], [205, 236]]"
40,necessity,donor global-mean,medium,medium,-0.11172962188720703,-0.004372596740722656,0,"[[297, 328], [590, 621], [205, 236]]"
40,sufficiency,top-local,good,good,0.013200044631958008,-0.022047042846679688,0,"[[297, 328], [590, 621], [205, 236]]"
40,sufficiency,random,good,good,0.07646369934082031,0.017876625061035156,0,"[[558, 589], [454, 485], [591, 622]]"
40,sufficiency,same-class,good,good,-0.014617681503295898,-0.0181884765625,0,"[[297, 328], [590, 621], [205, 236]]"
40,sufficiency,donor global-mean,good,good,0.03054070472717285,-0.0022192001342773438,0,"[[297, 328], [590, 621], [205, 236]]"
41,necessity,top-local,medium,medium,0.05056297779083252,0.017614364624023438,0,"[[0, 31], [594, 625], [37, 68]]"
41,necessity,random,medium,medium,-0.03768503665924072,-0.046317100524902344,0,"[[82, 113], [2, 33], [180, 211]]"
41,necessity,same-class,medium,medium,0.014412760734558105,-0.006742000579833984,0,"[[0, 31], [594, 625], [37, 68]]"
41,necessity,donor global-mean,medium,medium,-0.023635268211364746,-0.012166500091552734,0,"[[0, 31], [594, 625], [37, 68]]"
41,sufficiency,top-local,good,good,0.04731714725494385,0.015259742736816406,0,"[[0, 31], [594, 625], [37, 68]]"
41,sufficiency,random,good,good,-0.026220083236694336,-0.04046440124511719,0,"[[82, 113], [2, 33], [180, 211]]"
41,sufficiency,same-class,good,good,-0.19356155395507812,0.037133216857910156,0,"[[0, 31], [594, 625], [37, 68]]"
41,sufficiency,donor global-mean,good,good,0.05000901222229004,0.028867721557617188,0,"[[0, 31], [594, 625], [37, 68]]"
42,necessity,top-local,medium,medium,0.009670495986938477,-0.08408546447753906,0,"[[542, 573], [496, 527], [587, 618]]"
42,necessity,random,medium,medium,0.12987923622131348,-0.0856618881225586,0,"[[542, 573], [418, 449], [178, 209]]"
42,necessity,same-class,medium,medium,-0.19010615348815918,0.02433013916015625,0,"[[542, 573], [496, 527], [587, 618]]"
42,necessity,donor global-mean,medium,medium,-0.1764967441558838,-0.07682418823242188,0,"[[542, 573], [496, 527], [587, 618]]"
42,sufficiency,top-local,good,good,-0.022491812705993652,-0.05170869827270508,0,"[[542, 573], [496, 527], [587, 618]]"
42,sufficiency,random,good,good,0.008490681648254395,-0.031801700592041016,0,"[[542, 573], [418, 449], [178, 209]]"
42,sufficiency,same-class,good,good,-0.0128401517868042,-0.04721403121948242,0,"[[542, 573], [496, 527], [587, 618]]"
42,sufficiency,donor global-mean,good,good,0.010459661483764648,0.006904125213623047,0,"[[542, 573], [496, 527], [587, 618]]"
43,necessity,top-local,medium,medium,-0.045113205909729004,-0.038518428802490234,0,"[[4, 35], [288, 319], [65, 96]]"
43,necessity,random,medium,medium,0.08912575244903564,0.023458480834960938,0,"[[385, 416], [79, 110], [346, 377]]"
43,necessity,same-class,medium,medium,-0.016405582427978516,-0.0012860298156738281,0,"[[4, 35], [288, 319], [65, 96]]"
43,necessity,donor global-mean,medium,medium,-0.04288506507873535,-0.04785442352294922,0,"[[4, 35], [288, 319], [65, 96]]"
43,sufficiency,top-local,good,good,0.022383809089660645,0.0025196075439453125,0,"[[4, 35], [288, 319], [65, 96]]"
43,sufficiency,random,good,good,0.08285105228424072,0.031490325927734375,0,"[[385, 416], [79, 110], [346, 377]]"
43,sufficiency,same-class,good,good,0.038105130195617676,0.02593517303466797,0,"[[4, 35], [288, 319], [65, 96]]"
43,sufficiency,donor global-mean,good,good,0.009179353713989258,0.007853507995605469,0,"[[4, 35], [288, 319], [65, 96]]"
44,necessity,top-local,medium,medium,0.20753014087677002,0.020870685577392578,0,"[[515, 546], [189, 220], [578, 609]]"
44,necessity,random,medium,medium,0.20697855949401855,-0.07819795608520508,0,"[[300, 331], [237, 268], [14, 45]]"
44,necessity,same-class,medium,medium,0.11854171752929688,0.006192684173583984,0,"[[515, 546], [189, 220], [578, 609]]"
44,necessity,donor global-mean,medium,medium,-0.014024138450622559,-0.024570465087890625,0,"[[515, 546], [189, 220], [578, 609]]"
44,sufficiency,top-local,good,good,0.05377817153930664,0.035286903381347656,0,"[[515, 546], [189, 220], [578, 609]]"
44,sufficiency,random,good,good,-0.11607193946838379,-0.09423446655273438,0,"[[300, 331], [237, 268], [14, 45]]"
44,sufficiency,same-class,good,good,-0.007605552673339844,0.011845588684082031,0,"[[515, 546], [189, 220], [578, 609]]"
44,sufficiency,donor global-mean,good,good,0.03185117244720459,0.05786895751953125,0,"[[515, 546], [189, 220], [578, 609]]"
45,necessity,top-local,medium,medium,0.019368648529052734,0.033306121826171875,0,"[[594, 625], [0, 31], [539, 570]]"
45,necessity,random,medium,medium,-0.0446319580078125,0.0028443336486816406,0,"[[67, 98], [426, 457], [343, 374]]"
45,necessity,same-class,medium,medium,0.16330182552337646,-0.02792835235595703,0,"[[594, 625], [0, 31], [539, 570]]"
45,necessity,donor global-mean,medium,medium,0.04371333122253418,-0.01453256607055664,0,"[[594, 625], [0, 31], [539, 570]]"
45,sufficiency,top-local,good,good,0.03150820732116699,0.02877521514892578,0,"[[594, 625], [0, 31], [539, 570]]"
45,sufficiency,random,good,good,-0.03588151931762695,0.00695037841796875,0,"[[67, 98], [426, 457], [343, 374]]"
45,sufficiency,same-class,good,good,0.013332247734069824,0.041194915771484375,0,"[[594, 625], [0, 31], [539, 570]]"
45,sufficiency,donor global-mean,good,good,-0.013124465942382812,0.046164512634277344,0,"[[594, 625], [0, 31], [539, 570]]"
46,necessity,top-local,medium,medium,-0.03640317916870117,0.023797988891601562,0,"[[0, 31], [594, 625], [361, 392]]"
46,necessity,random,medium,medium,0.004598140716552734,0.10909223556518555,0,"[[109, 140], [178, 209], [383, 414]]"
46,necessity,same-class,medium,medium,0.05033373832702637,0.044409751892089844,0,"[[0, 31], [594, 625], [361, 392]]"
46,necessity,donor global-mean,medium,medium,-0.010119915008544922,-0.025972843170166016,0,"[[0, 31], [594, 625], [361, 392]]"
46,sufficiency,top-local,good,good,0.01044607162475586,0.029624462127685547,0,"[[0, 31], [594, 625], [361, 392]]"
46,sufficiency,random,good,good,0.2329655885696411,0.12481069564819336,0,"[[109, 140], [178, 209], [383, 414]]"
46,sufficiency,same-class,good,good,-0.0983431339263916,0.010085105895996094,0,"[[0, 31], [594, 625], [361, 392]]"
46,sufficiency,donor global-mean,good,good,-0.057840824127197266,-0.008523941040039062,0,"[[0, 31], [594, 625], [361, 392]]"
47,necessity,top-local,medium,medium,0.08293640613555908,0.013617515563964844,0,"[[552, 583], [434, 465], [366, 397]]"
47,necessity,random,medium,medium,-0.033570170402526855,0.011055946350097656,0,"[[217, 248], [569, 600], [44, 75]]"
47,necessity,same-class,medium,medium,-0.00039565563201904297,0.031914710998535156,0,"[[552, 583], [434, 465], [366, 397]]"
47,necessity,donor global-mean,medium,medium,-0.06095385551452637,0.009508132934570312,0,"[[552, 583], [434, 465], [366, 397]]"
47,sufficiency,top-local,good,good,0.05681014060974121,0.01436758041381836,0,"[[552, 583], [434, 465], [366, 397]]"
47,sufficiency,random,good,good,-0.005654573440551758,0.002895832061767578,0,"[[217, 248], [569, 600], [44, 75]]"
47,sufficiency,same-class,good,good,-0.02437734603881836,0.0037283897399902344,0,"[[552, 583], [434, 465], [366, 397]]"
47,sufficiency,donor global-mean,good,good,0.0392298698425293,0.027271270751953125,0,"[[552, 583], [434, 465], [366, 397]]"
48,necessity,top-local,medium,medium,-0.09292745590209961,-0.13296747207641602,0,"[[531, 562], [141, 172], [500, 531]]"
48,necessity,random,medium,medium,-0.049085140228271484,0.026357173919677734,0,"[[3, 34], [366, 397], [138, 169]]"
48,necessity,same-class,medium,medium,-0.10213208198547363,0.04216957092285156,0,"[[531, 562], [141, 172], [500, 531]]"
48,necessity,donor global-mean,medium,medium,-0.21399927139282227,-0.10057783126831055,0,"[[531, 562], [141, 172], [500, 531]]"
48,sufficiency,top-local,medium,medium,-0.09876704216003418,-0.0681924819946289,0,"[[531, 562], [141, 172], [500, 531]]"
48,sufficiency,random,medium,medium,0.03774142265319824,0.014772415161132812,0,"[[3, 34], [366, 397], [138, 169]]"
48,sufficiency,same-class,medium,medium,-0.05022144317626953,-0.03153657913208008,0,"[[531, 562], [141, 172], [500, 531]]"
48,sufficiency,donor global-mean,medium,medium,-0.015308976173400879,-0.016536712646484375,0,"[[531, 562], [141, 172], [500, 531]]"
49,necessity,top-local,medium,medium,-0.031624794006347656,-0.016332149505615234,0,"[[42, 73], [0, 31], [155, 186]]"
49,necessity,random,medium,medium,-0.10389888286590576,0.06286001205444336,0,"[[488, 519], [585, 616], [275, 306]]"
49,necessity,same-class,medium,medium,-0.04063773155212402,-0.023183345794677734,0,"[[42, 73], [0, 31], [155, 186]]"
49,necessity,donor global-mean,medium,medium,-0.0431288480758667,-0.05260896682739258,0,"[[42, 73], [0, 31], [155, 186]]"
49,sufficiency,top-local,good,good,0.022390246391296387,0.01044321060180664,0,"[[42, 73], [0, 31], [155, 186]]"
49,sufficiency,random,good,good,-0.016443848609924316,0.06609201431274414,0,"[[488, 519], [585, 616], [275, 306]]"
49,sufficiency,same-class,good,good,0.08795738220214844,0.07556486129760742,0,"[[42, 73], [0, 31], [155, 186]]"
49,sufficiency,donor global-mean,good,good,0.07129204273223877,0.06819868087768555,0,"[[42, 73], [0, 31], [155, 186]]"
50,necessity,top-local,medium,medium,0.0060759782791137695,-0.0057468414306640625,0,"[[0, 31], [41, 72], [594, 625]]"
50,necessity,random,medium,medium,-0.0796518325805664,-0.025920867919921875,0,"[[147, 178], [243, 274], [41, 72]]"
50,necessity,same-class,medium,medium,-0.06817495822906494,-0.1311626434326172,0,"[[0, 31], [41, 72], [594, 625]]"
50,necessity,donor global-mean,medium,medium,-0.014738678932189941,-0.029206275939941406,0,"[[0, 31], [41, 72], [594, 625]]"
50,sufficiency,top-local,good,good,-0.02407979965209961,-0.02218008041381836,0,"[[0, 31], [41, 72], [594, 625]]"
50,sufficiency,random,good,good,-0.11790251731872559,-0.047332763671875,0,"[[147, 178], [243, 274], [41, 72]]"
50,sufficiency,same-class,good,good,-0.17680716514587402,-0.0432591438293457,0,"[[0, 31], [41, 72], [594, 625]]"
50,sufficiency,donor global-mean,good,good,0.049732089042663574,0.025635242462158203,0,"[[0, 31], [41, 72], [594, 625]]"
51,necessity,top-local,medium,medium,-0.07746756076812744,-0.0017528533935546875,0,"[[0, 31], [489, 520], [445, 476]]"
51,necessity,random,medium,medium,-0.011269330978393555,0.04430866241455078,0,"[[498, 529], [322, 353], [283, 314]]"
51,necessity,same-class,medium,medium,-0.06508076190948486,-0.027382850646972656,0,"[[0, 31], [489, 520], [445, 476]]"
51,necessity,donor global-mean,medium,medium,-0.05923342704772949,-0.0330805778503418,0,"[[0, 31], [489, 520], [445, 476]]"
51,sufficiency,top-local,good,good,-0.10061788558959961,-0.030542373657226562,0,"[[0, 31], [489, 520], [445, 476]]"
51,sufficiency,random,good,good,0.0025386810302734375,0.04868745803833008,0,"[[498, 529], [322, 353], [283, 314]]"
51,sufficiency,same-class,good,good,-0.12812304496765137,-0.0037212371826171875,0,"[[0, 31], [489, 520], [445, 476]]"
51,sufficiency,donor global-mean,good,good,-0.08565783500671387,-0.0044765472412109375,0,"[[0, 31], [489, 520], [445, 476]]"
52,necessity,top-local,medium,medium,0.05337643623352051,-0.03916740417480469,0,"[[594, 625], [0, 31], [535, 566]]"
52,necessity,random,medium,medium,-0.060460805892944336,0.04328727722167969,0,"[[522, 553], [235, 266], [466, 497]]"
52,necessity,same-class,medium,medium,0.017818927764892578,0.04706287384033203,0,"[[594, 625], [0, 31], [535, 566]]"
52,necessity,donor global-mean,medium,medium,0.003667116165161133,-0.02631378173828125,0,"[[594, 625], [0, 31], [535, 566]]"
52,sufficiency,top-local,good,good,-0.009933710098266602,-0.008065223693847656,0,"[[594, 625], [0, 31], [535, 566]]"
52,sufficiency,random,good,good,-0.01753401756286621,-0.008004188537597656,0,"[[522, 553], [235, 266], [466, 497]]"
52,sufficiency,same-class,good,good,-0.0004723072052001953,-0.0010900497436523438,0,"[[594, 625], [0, 31], [535, 566]]"
52,sufficiency,donor global-mean,good,good,-0.0062656402587890625,0.012585639953613281,0,"[[594, 625], [0, 31], [535, 566]]"
53,necessity,top-local,medium,medium,0.051065802574157715,0.0013341903686523438,0,"[[400, 431], [432, 463], [463, 494]]"
53,necessity,random,medium,medium,-0.07209694385528564,-0.00028896331787109375,0,"[[455, 486], [534, 565], [222, 253]]"
53,necessity,same-class,medium,medium,0.02343118190765381,-0.005397319793701172,0,"[[400, 431], [432, 463], [463, 494]]"
53,necessity,donor global-mean,medium,medium,0.011752963066101074,-0.04933929443359375,0,"[[400, 431], [432, 463], [463, 494]]"
53,sufficiency,top-local,medium,medium,0.03766942024230957,-0.0062923431396484375,0,"[[400, 431], [432, 463], [463, 494]]"
53,sufficiency,random,medium,medium,-0.04360532760620117,-0.002647876739501953,0,"[[455, 486], [534, 565], [222, 253]]"
53,sufficiency,same-class,medium,medium,-0.0006387233734130859,-0.029871463775634766,0,"[[400, 431], [432, 463], [463, 494]]"
53,sufficiency,donor global-mean,medium,medium,0.04083085060119629,0.014444828033447266,0,"[[400, 431], [432, 463], [463, 494]]"
54,necessity,top-local,medium,medium,0.08577942848205566,-0.019010543823242188,0,"[[0, 31], [184, 215], [224, 255]]"
54,necessity,random,medium,medium,0.0071065425872802734,0.0059833526611328125,0,"[[32, 63], [248, 279], [462, 493]]"
54,necessity,same-class,medium,medium,-0.0407106876373291,0.012076377868652344,0,"[[0, 31], [184, 215], [224, 255]]"
54,necessity,donor global-mean,medium,medium,-0.06881403923034668,-0.0031027793884277344,0,"[[0, 31], [184, 215], [224, 255]]"
54,sufficiency,top-local,medium,medium,0.023301243782043457,-0.01108407974243164,0,"[[0, 31], [184, 215], [224, 255]]"
54,sufficiency,random,medium,medium,-0.006740212440490723,0.006684780120849609,0,"[[32, 63], [248, 279], [462, 493]]"
54,sufficiency,same-class,medium,medium,0.04875528812408447,-0.042554378509521484,0,"[[0, 31], [184, 215], [224, 255]]"
54,sufficiency,donor global-mean,medium,medium,0.04374122619628906,0.0025343894958496094,0,"[[0, 31], [184, 215], [224, 255]]"
55,necessity,top-local,medium,medium,-0.013160228729248047,0.0005788803100585938,0,"[[2, 33], [46, 77], [177, 208]]"
55,necessity,random,medium,medium,0.06038546562194824,0.011871337890625,0,"[[246, 277], [500, 531], [349, 380]]"
55,necessity,same-class,medium,medium,-0.013538837432861328,-0.016307830810546875,0,"[[2, 33], [46, 77], [177, 208]]"
55,necessity,donor global-mean,medium,medium,-0.028437137603759766,-0.036225318908691406,0,"[[2, 33], [46, 77], [177, 208]]"
55,sufficiency,top-local,good,good,0.026642799377441406,0.021249771118164062,0,"[[2, 33], [46, 77], [177, 208]]"
55,sufficiency,random,good,good,-4.863739013671875e-05,0.01009368896484375,0,"[[246, 277], [500, 531], [349, 380]]"
55,sufficiency,same-class,good,good,0.05203080177307129,0.0672140121459961,0,"[[2, 33], [46, 77], [177, 208]]"
55,sufficiency,donor global-mean,good,good,0.045078277587890625,0.05925559997558594,0,"[[2, 33], [46, 77], [177, 208]]"
56,necessity,top-local,medium,medium,0.2210761308670044,-0.028038501739501953,0,"[[0, 31], [33, 64], [594, 625]]"
56,necessity,random,medium,medium,0.020621299743652344,-0.006103515625,0,"[[328, 359], [268, 299], [502, 533]]"
56,necessity,same-class,medium,medium,-0.009857892990112305,0.01940155029296875,0,"[[0, 31], [33, 64], [594, 625]]"
56,necessity,donor global-mean,medium,medium,-0.05927467346191406,-0.02177286148071289,0,"[[0, 31], [33, 64], [594, 625]]"
56,sufficiency,top-local,medium,medium,0.16708898544311523,-0.03186845779418945,0,"[[0, 31], [33, 64], [594, 625]]"
56,sufficiency,random,medium,medium,0.009063720703125,-0.006292819976806641,0,"[[328, 359], [268, 299], [502, 533]]"
56,sufficiency,same-class,medium,medium,0.17466068267822266,-0.04091215133666992,0,"[[0, 31], [33, 64], [594, 625]]"
56,sufficiency,donor global-mean,medium,medium,0.19382929801940918,-0.02053213119506836,0,"[[0, 31], [33, 64], [594, 625]]"
57,necessity,top-local,medium,medium,-0.10817337036132812,0.12390899658203125,0,"[[131, 162], [594, 625], [76, 107]]"
57,necessity,random,medium,medium,0.06763339042663574,-0.07650566101074219,0,"[[11, 42], [542, 573], [463, 494]]"
57,necessity,same-class,medium,medium,0.26630663871765137,-0.11653327941894531,0,"[[131, 162], [594, 625], [76, 107]]"
57,necessity,donor global-mean,medium,medium,-0.1478900909423828,-0.03588104248046875,0,"[[131, 162], [594, 625], [76, 107]]"
