record_id,y,quality_record,candidate_type,is_augmented,panel,group,PC1,PC2,noise_type
r00446,1,acceptable,original_seta,0,ours,original acceptable,-2.59714653491254,1.795328263025266,
r00447,1,acceptable,original_seta,0,ours,original acceptable,-3.074822249805374,-0.2612983274892481,
r00448,-1,unacceptable,original_seta,0,ours,original unacceptable,0.3916166054796496,-4.764542513457394,
r00449,-1,unacceptable,original_seta,0,ours,original unacceptable,0.7571140105034659,-4.849314352120449,
r00450,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.38247010949560245,-4.929242609484993,
r00451,-1,unacceptable,original_seta,0,ours,original unacceptable,3.0975205479883674,-4.474953581814633,
r00452,1,acceptable,original_seta,0,ours,original acceptable,-2.7311314753081395,1.251829730863155,
r00453,1,acceptable,original_seta,0,ours,original acceptable,-0.8259778906266787,-5.008422190300903,
r00454,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.14661518766302517,-4.866102900064215,
r00455,1,acceptable,original_seta,0,ours,original acceptable,-3.1947626614541598,2.7652371716317057,
r00456,1,acceptable,original_seta,0,ours,original acceptable,-1.6370847043395886,-1.2479569609960122,
r00457,1,acceptable,original_seta,0,ours,original acceptable,-3.3180371344343227,2.6456395253050693,
r00458,1,acceptable,original_seta,0,ours,original acceptable,-4.116750075419713,1.8322643977404454,
r00459,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.11287529472458231,-4.561757408035599,
r00460,1,acceptable,original_seta,0,ours,original acceptable,0.07379566929776475,-3.4601623753364508,
r00461,1,acceptable,original_seta,0,ours,original acceptable,-3.8225917906077362,1.9802272906720062,
r00462,1,acceptable,original_seta,0,ours,original acceptable,-3.6141006088446104,2.3898011422394823,
r00463,1,acceptable,original_seta,0,ours,original acceptable,-2.342902493971337,-2.834167726019913,
r00464,-1,unacceptable,original_seta,0,ours,original unacceptable,2.9817843940036646,-4.785515877241622,
r00465,1,acceptable,original_seta,0,ours,original acceptable,1.462767677244353,-4.555427247370787,
r00466,1,acceptable,original_seta,0,ours,original acceptable,-3.9342864375443227,2.6313150071831637,
r00467,-1,unacceptable,original_seta,0,ours,original unacceptable,1.1117807703782812,-4.729261439322561,
r00468,1,acceptable,original_seta,0,ours,original acceptable,-3.6266152302062964,2.015942192416192,
r00469,1,acceptable,original_seta,0,ours,original acceptable,-3.0082191632937616,0.8457169797986338,
r00470,1,acceptable,original_seta,0,ours,original acceptable,-0.7193733002779735,-4.769517443185761,
r00471,1,acceptable,original_seta,0,ours,original acceptable,-3.517513065974985,2.3944044516858387,
r00472,1,acceptable,original_seta,0,ours,original acceptable,-2.226315483635986,-3.9224122456343373,
r00473,1,acceptable,original_seta,0,ours,original acceptable,-1.8849970129840874,-0.10225370494919213,
r00474,1,acceptable,original_seta,0,ours,original acceptable,-0.04065859783664638,-4.966867339239419,
r00475,1,acceptable,original_seta,0,ours,original acceptable,-3.865590420265648,2.7332005604944056,
r00476,1,acceptable,original_seta,0,ours,original acceptable,-1.9941716103588996,-3.7386690325059915,
r00477,1,acceptable,original_seta,0,ours,original acceptable,-2.1414549027835594,-0.060578149366768044,
r00478,1,acceptable,original_seta,0,ours,original acceptable,-3.485433455933839,2.6783807187957858,
r00479,1,acceptable,original_seta,0,ours,original acceptable,-2.5962894223337996,2.5807819346608176,
r00480,1,acceptable,original_seta,0,ours,original acceptable,-3.980371374501187,2.4094225543451735,
r00481,1,acceptable,original_seta,0,ours,original acceptable,-3.699807863881103,2.510650173159835,
r00482,1,acceptable,original_seta,0,ours,original acceptable,-2.466053988026523,-0.29734359527810456,
r00483,-1,unacceptable,original_seta,0,ours,original unacceptable,2.8508662502592608,-2.6613258524308603,
r00484,1,acceptable,original_seta,0,ours,original acceptable,-3.4848155844651334,2.514514020489575,
r00485,1,acceptable,original_seta,0,ours,original acceptable,-3.0000914389649354,2.555114682352743,
r00486,1,acceptable,original_seta,0,ours,original acceptable,-2.8189664977668034,2.3329827920507795,
r00487,1,acceptable,original_seta,0,ours,original acceptable,-4.303291632581074,2.5655880932490547,
r00488,1,acceptable,original_seta,0,ours,original acceptable,-0.4507598091763808,-4.050875884492203,
r00489,1,acceptable,original_seta,0,ours,original acceptable,-2.890764638610888,2.350299481367132,
r00490,1,acceptable,original_seta,0,ours,original acceptable,-3.6325025706344825,1.9046597824316658,
r00491,1,acceptable,original_seta,0,ours,original acceptable,-3.892800035169633,2.2513359401748136,
r00492,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00493,1,acceptable,original_seta,0,ours,original acceptable,-3.47636743526741,2.521700960174085,
r00494,1,acceptable,original_seta,0,ours,original acceptable,-3.2521197458436113,2.55171641898564,
r00495,1,acceptable,original_seta,0,ours,original acceptable,-4.256161287379829,2.584495534836236,
r00496,1,acceptable,original_seta,0,ours,original acceptable,-3.7117631892278924,2.416853922545302,
r00497,1,acceptable,original_seta,0,ours,original acceptable,-4.529518292041088,2.5696602457073356,
r00498,-1,unacceptable,original_seta,0,ours,original unacceptable,1.322952377365306,-1.1502322035787713,
r00499,1,acceptable,original_seta,0,ours,original acceptable,-2.7782097271798936,-1.757126464830323,
r00500,-1,unacceptable,original_seta,0,ours,original unacceptable,4.108176943170381,-4.358562915392022,
r00501,1,acceptable,original_seta,0,ours,original acceptable,-2.467062106273167,1.8919374609776491,
r00502,1,acceptable,original_seta,0,ours,original acceptable,-2.8571910342149387,2.709871240330705,
r00503,1,acceptable,original_seta,0,ours,original acceptable,-3.064924874285851,2.1113244322314366,
r00504,1,acceptable,original_seta,0,ours,original acceptable,-3.689079969374947,2.5462790204661165,
r00505,1,acceptable,original_seta,0,ours,original acceptable,-3.084464242791147,2.604060162189588,
r00506,1,acceptable,original_seta,0,ours,original acceptable,-0.7768569586278324,-4.418170497901469,
r00507,1,acceptable,original_seta,0,ours,original acceptable,-1.9461595174696253,-1.1222384431899577,
r00508,1,acceptable,original_seta,0,ours,original acceptable,-0.6074327241770181,-5.1553275435415635,
r00509,1,acceptable,original_seta,0,ours,original acceptable,-2.2317375137306303,-2.4615037578559353,
r00510,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00511,1,acceptable,original_seta,0,ours,original acceptable,-2.265618957668892,2.4895816698751188,
r00512,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.7190398667153437,-2.198482526688529,
r00513,1,acceptable,original_seta,0,ours,original acceptable,-3.087537230530164,2.5436562340126265,
r00514,1,acceptable,original_seta,0,ours,original acceptable,-3.17630838872476,2.46572337316881,
r00515,1,acceptable,original_seta,0,ours,original acceptable,-3.5633391769402625,2.631123147930304,
r00516,-1,unacceptable,original_seta,0,ours,original unacceptable,8.669212390075197,-3.3852186879937456,
r00517,1,acceptable,original_seta,0,ours,original acceptable,-3.420912336326052,1.1975072090056211,
r00518,1,acceptable,original_seta,0,ours,original acceptable,-1.0527460478352657,-3.7739206567721157,
r00519,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00520,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00521,1,acceptable,original_seta,0,ours,original acceptable,-3.6141598085006446,2.013303574723891,
r00522,1,acceptable,original_seta,0,ours,original acceptable,-0.7387020268111032,-4.914326212798062,
r00523,1,acceptable,original_seta,0,ours,original acceptable,-2.9181020460872453,-0.4446959151982956,
r00524,1,acceptable,original_seta,0,ours,original acceptable,-2.401323249655427,-0.655211691627963,
r00525,1,acceptable,original_seta,0,ours,original acceptable,-3.9434487977688346,2.113372158738294,
r00526,1,acceptable,original_seta,0,ours,original acceptable,-1.0783839564991315,-3.2626393627367287,
r00527,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00528,1,acceptable,original_seta,0,ours,original acceptable,-2.6576240457102314,1.068189380769911,
r00529,1,acceptable,original_seta,0,ours,original acceptable,-3.333589719685632,2.40090753567041,
r00530,1,acceptable,original_seta,0,ours,original acceptable,-3.066857710881845,0.28349317888285,
r00531,1,acceptable,original_seta,0,ours,original acceptable,-2.839956329947418,2.4763441317808708,
r00532,1,acceptable,original_seta,0,ours,original acceptable,-3.7429472845503327,2.2165177376125875,
r00533,1,acceptable,original_seta,0,ours,original acceptable,-1.3825628913105552,-3.845592152517844,
r00534,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00535,1,acceptable,original_seta,0,ours,original acceptable,-4.4357980232141685,1.8605759878690393,
r00536,1,acceptable,original_seta,0,ours,original acceptable,-3.4527273262506846,2.3318834439283656,
r00537,1,acceptable,original_seta,0,ours,original acceptable,-2.1769697409416673,-2.0789994127346683,
r00538,1,acceptable,original_seta,0,ours,original acceptable,-3.37981360688906,1.9476824745179004,
r00539,1,acceptable,original_seta,0,ours,original acceptable,-0.39749829328791664,-4.072853946465327,
r00540,-1,unacceptable,original_seta,0,ours,original unacceptable,14.681569728440442,-1.439831825235427,
r00541,1,acceptable,original_seta,0,ours,original acceptable,-1.1929145771907073,-4.912554997466746,
r00542,1,acceptable,original_seta,0,ours,original acceptable,-2.106192086701396,-2.087673308261916,
r00543,1,acceptable,original_seta,0,ours,original acceptable,-3.8023484708312605,2.419656244722064,
r00544,1,acceptable,original_seta,0,ours,original acceptable,-3.3717842961571103,1.8079353035546417,
r00545,-1,unacceptable,original_seta,0,ours,original unacceptable,0.5737109795719357,-3.3712692540409277,
r00546,1,acceptable,original_seta,0,ours,original acceptable,-2.8668172372073966,2.559149860433619,
r00547,1,acceptable,original_seta,0,ours,original acceptable,-2.8303934171919916,2.606052508799955,
r00548,1,acceptable,original_seta,0,ours,original acceptable,-3.166511408439342,2.5805658239195814,
r00549,1,acceptable,original_seta,0,ours,original acceptable,-1.2079191372619404,-4.803061577477442,
r00550,1,acceptable,original_seta,0,ours,original acceptable,-3.865339705476819,2.371463769462807,
r00551,1,acceptable,original_seta,0,ours,original acceptable,0.42809097546336305,-4.775259940477829,
r00552,-1,unacceptable,original_seta,0,ours,original unacceptable,0.5783953795421165,-4.91446855749977,
r00553,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00554,1,acceptable,original_seta,0,ours,original acceptable,-2.8442399417886985,-1.6699932754835178,
r00555,1,acceptable,original_seta,0,ours,original acceptable,-4.058425039792486,2.7284629716750177,
r00556,1,acceptable,original_seta,0,ours,original acceptable,-3.083095392672235,2.4113578003598244,
r00557,1,acceptable,original_seta,0,ours,original acceptable,-0.3982095656094798,-4.944420792102124,
r00558,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.4315468361145821,-4.922952303475871,
r00559,1,acceptable,original_seta,0,ours,original acceptable,-3.0250274766022893,2.2232809232441157,
r00560,1,acceptable,original_seta,0,ours,original acceptable,-2.612613504885749,2.6049043450375238,
r00561,1,acceptable,original_seta,0,ours,original acceptable,-3.807071717875277,2.181349492161988,
r00562,1,acceptable,original_seta,0,ours,original acceptable,-1.5768097356115747,-3.7691092799116794,
r00563,1,acceptable,original_seta,0,ours,original acceptable,-2.619843618469736,2.406070192780979,
r00564,1,acceptable,original_seta,0,ours,original acceptable,-3.406426985846704,2.4661389047692457,
r00565,1,acceptable,original_seta,0,ours,original acceptable,-3.6205768139276118,2.6505973799280165,
r00566,1,acceptable,original_seta,0,ours,original acceptable,-4.007109089234771,2.6603130805583484,
r00567,1,acceptable,original_seta,0,ours,original acceptable,-4.705495258716475,2.576053705340952,
r00568,1,acceptable,original_seta,0,ours,original acceptable,-1.1689235488392127,-3.9402703789671296,
r00569,1,acceptable,original_seta,0,ours,original acceptable,-3.701065633911253,2.224339155228949,
r00570,1,acceptable,original_seta,0,ours,original acceptable,-0.792465607624626,-4.693073175472831,
r00571,1,acceptable,original_seta,0,ours,original acceptable,-2.9845917997266427,2.3453348501191154,
r00572,1,acceptable,original_seta,0,ours,original acceptable,-3.645284420743224,2.3322185075587227,
r00573,1,acceptable,original_seta,0,ours,original acceptable,-2.7756169804165336,2.4868981304881297,
r00574,1,acceptable,original_seta,0,ours,original acceptable,-2.7550612925903106,1.8327272634126668,
r00575,1,acceptable,original_seta,0,ours,original acceptable,-3.8184171280721175,2.5597920160563215,
r00576,1,acceptable,original_seta,0,ours,original acceptable,-2.2202818527989088,-1.2301748376202861,
r00577,1,acceptable,original_seta,0,ours,original acceptable,-3.1405842050095933,2.3004963718633475,
r00578,1,acceptable,original_seta,0,ours,original acceptable,-1.3139591221719273,-4.314947932608152,
r00579,1,acceptable,original_seta,0,ours,original acceptable,-2.233372092481571,2.2173840141700913,
r00580,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00581,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.357368576021353,-4.817401844275771,
r00582,1,acceptable,original_seta,0,ours,original acceptable,-2.6599438720062336,1.9867160869911755,
r00583,1,acceptable,original_seta,0,ours,original acceptable,-2.428214064562048,-3.694539890301721,
r00584,1,acceptable,original_seta,0,ours,original acceptable,-3.690187609038281,2.357084355564929,
r00585,1,acceptable,original_seta,0,ours,original acceptable,-4.090177674374282,2.52256886778987,
r00586,1,acceptable,original_seta,0,ours,original acceptable,-2.0647064915995186,-1.390763032375665,
r00587,1,acceptable,original_seta,0,ours,original acceptable,-3.4887928753511126,2.4270305700473185,
r00588,1,acceptable,original_seta,0,ours,original acceptable,-1.0411920198768405,-4.856269416123917,
r00589,-1,unacceptable,original_seta,0,ours,original unacceptable,10.665510991431372,-3.9124128268884157,
r00590,1,acceptable,original_seta,0,ours,original acceptable,-2.702827776368957,-2.7289704640025216,
r00591,1,acceptable,original_seta,0,ours,original acceptable,-3.306983038272396,1.5661033325538134,
r00592,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00593,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00594,1,acceptable,original_seta,0,ours,original acceptable,-1.0613127500070314,-4.183517824006377,
r00595,1,acceptable,original_seta,0,ours,original acceptable,-3.866792478648322,2.2909299289765053,
r00596,1,acceptable,original_seta,0,ours,original acceptable,-0.7430173815300649,-5.193606588316421,
r00597,1,acceptable,original_seta,0,ours,original acceptable,-2.5747014258670418,2.5861692233197746,
r00598,-1,unacceptable,original_seta,0,ours,original unacceptable,0.37377177396785605,-4.807825134175478,
r00599,-1,unacceptable,original_seta,0,ours,original unacceptable,14.245840744600475,-1.4777555996726432,
r00600,1,acceptable,original_seta,0,ours,original acceptable,-2.899521266471619,2.5277055485267184,
r00601,1,acceptable,original_seta,0,ours,original acceptable,-2.9113163932635753,2.4699245399408722,
r00602,1,acceptable,original_seta,0,ours,original acceptable,-1.853753865795286,-3.8911524291876645,
r00603,-1,unacceptable,original_seta,0,ours,original unacceptable,0.5739494344577651,-3.1705170254791177,
r00604,1,acceptable,original_seta,0,ours,original acceptable,-3.8009427439675183,2.4866014484615335,
r00605,1,acceptable,original_seta,0,ours,original acceptable,-3.071525742334719,2.4501250303896165,
r00606,1,acceptable,original_seta,0,ours,original acceptable,-1.579560844100609,-3.5599189745587663,
r00607,1,acceptable,original_seta,0,ours,original acceptable,-1.1599578191286346,-2.6210815248795796,
r00608,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00609,1,acceptable,original_seta,0,ours,original acceptable,-3.6907189975098706,2.5220862353282874,
r00610,1,acceptable,original_seta,0,ours,original acceptable,-3.620328388316622,2.5311622156644717,
r00611,1,acceptable,original_seta,0,ours,original acceptable,-0.951115675966185,-1.5052864363525107,
r00612,1,acceptable,original_seta,0,ours,original acceptable,-3.1257227615348198,2.503282477653989,
r00613,1,acceptable,original_seta,0,ours,original acceptable,-3.7136518322080905,2.5775023573144344,
r00614,1,acceptable,original_seta,0,ours,original acceptable,-0.6070137328746136,-4.751616984490636,
r00615,-1,unacceptable,original_seta,0,ours,original unacceptable,2.6943056863313557,-4.878070257061403,
r00616,-1,unacceptable,original_seta,0,ours,original unacceptable,4.6836902167361885,-4.228598637970351,
r00617,1,acceptable,original_seta,0,ours,original acceptable,-0.9525784617095793,-4.992919805858427,
r00618,1,acceptable,original_seta,0,ours,original acceptable,-3.7652176854617045,2.312947282881341,
r00619,-1,unacceptable,original_seta,0,ours,original unacceptable,20.94641408303477,0.4512320244622336,
r00620,1,acceptable,original_seta,0,ours,original acceptable,-3.5584308298749923,2.3977735942739655,
r00621,-1,unacceptable,original_seta,0,ours,original unacceptable,3.8208957273045465,-4.169810311356267,
r00622,1,acceptable,original_seta,0,ours,original acceptable,-3.037929401005047,2.39337266851715,
r00623,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00624,1,acceptable,original_seta,0,ours,original acceptable,-3.8554705226908736,2.347187499548365,
r00625,1,acceptable,original_seta,0,ours,original acceptable,-3.9191709574445057,2.290170630636351,
r00626,1,acceptable,original_seta,0,ours,original acceptable,-1.7463661826175056,0.8203702946442637,
r00627,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00628,1,acceptable,original_seta,0,ours,original acceptable,-0.9678371786210371,-3.7522089960963068,
r00629,1,acceptable,original_seta,0,ours,original acceptable,-3.9135608361471173,1.7293708545584525,
r00630,1,acceptable,original_seta,0,ours,original acceptable,-3.2361526870720634,2.5307270829926947,
r00631,1,acceptable,original_seta,0,ours,original acceptable,-3.920331219439631,2.5647698054123413,
r00632,1,acceptable,original_seta,0,ours,original acceptable,-3.463581342837928,-1.860123215266551,
r00633,1,acceptable,original_seta,0,ours,original acceptable,-3.181442189777518,2.457528432054145,
r00634,1,acceptable,original_seta,0,ours,original acceptable,-4.061010391215255,2.3847186137351284,
r00635,-1,unacceptable,original_seta,0,ours,original unacceptable,3.994921128122017,-4.327718268041416,
r00636,-1,unacceptable,original_seta,0,ours,original unacceptable,1.329107118370489,-4.345989487281323,
r00637,-1,unacceptable,original_seta,0,ours,original unacceptable,1.379869553151652,-4.630516827780278,
r00638,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00639,1,acceptable,original_seta,0,ours,original acceptable,-3.527048176596132,2.5342752076450674,
r00640,1,acceptable,original_seta,0,ours,original acceptable,-3.6447789361276044,2.5478951344169243,
r00641,1,acceptable,original_seta,0,ours,original acceptable,-3.5593238870293105,2.569721273078834,
r00642,-1,unacceptable,original_seta,0,ours,original unacceptable,10.665510991431372,-3.9124128268884157,
r00643,1,acceptable,original_seta,0,ours,original acceptable,-4.057869687838279,2.355964307196665,
r00644,-1,unacceptable,original_seta,0,ours,original unacceptable,1.7691451671148994,-4.579623469015927,
r00645,1,acceptable,original_seta,0,ours,original acceptable,-4.034526869254314,2.5453108405374367,
r00646,1,acceptable,original_seta,0,ours,original acceptable,-3.387054130989554,1.9740914104161313,
r00647,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00648,1,acceptable,original_seta,0,ours,original acceptable,-2.975471294058283,2.5164104770966778,
r00649,1,acceptable,original_seta,0,ours,original acceptable,-3.1689900735257615,-0.1436936704509246,
r00650,1,acceptable,original_seta,0,ours,original acceptable,-0.9378557607054313,-4.259432777749534,
r00651,1,acceptable,original_seta,0,ours,original acceptable,-1.3060795741177225,-3.9356155840479605,
r00652,1,acceptable,original_seta,0,ours,original acceptable,-0.5337468267787784,-4.801372457244673,
r00653,1,acceptable,original_seta,0,ours,original acceptable,-0.9494658632099598,-4.686970167344593,
r00654,1,acceptable,original_seta,0,ours,original acceptable,-3.3690228557284003,2.5704983104306627,
r00655,1,acceptable,original_seta,0,ours,original acceptable,-2.524547400840459,-2.671557475728768,
r00656,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.9110540647799024,-3.1847301954785565,
r00657,1,acceptable,original_seta,0,ours,original acceptable,-2.0508878642786508,-1.1262172104449808,
r00658,1,acceptable,original_seta,0,ours,original acceptable,-4.4600687581131115,2.6165944034885262,
r00659,-1,unacceptable,original_seta,0,ours,original unacceptable,4.01755569928753,-3.8982812195015537,
r00660,1,acceptable,original_seta,0,ours,original acceptable,-2.9710658090680737,1.1203851461747776,
r00661,1,acceptable,original_seta,0,ours,original acceptable,-3.384949270934229,2.6230024420566576,
r00662,1,acceptable,original_seta,0,ours,original acceptable,-3.6544098716816875,2.0665472816681927,
r00663,1,acceptable,original_seta,0,ours,original acceptable,-3.123413948390729,2.1190689545978003,
r00664,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.7779487206383326,1.5936768651007671,
r00665,1,acceptable,original_seta,0,ours,original acceptable,-0.6889714127136622,-3.4771441068868825,
r00666,-1,unacceptable,original_seta,0,ours,original unacceptable,12.46909650589765,-2.2688752109756143,
r00667,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.676746260548631,-5.031193388473917,
r00668,1,acceptable,original_seta,0,ours,original acceptable,-3.405905848430199,1.544236480737225,
r00669,1,acceptable,original_seta,0,ours,original acceptable,-1.446540386948724,-4.802097133210099,
r00670,1,acceptable,original_seta,0,ours,original acceptable,-3.619103239548892,2.5325524909618835,
r00671,1,acceptable,original_seta,0,ours,original acceptable,-1.9162177448019106,-3.5615487346375185,
r00672,1,acceptable,original_seta,0,ours,original acceptable,-3.324352665904307,2.2446654925188736,
r00673,1,acceptable,original_seta,0,ours,original acceptable,-1.1417533226033398,-5.047675572354666,
r00674,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.6463776413612726,-2.553134953753077,
r00675,1,acceptable,original_seta,0,ours,original acceptable,-2.847633421235326,2.4683153369167443,
r00676,1,acceptable,original_seta,0,ours,original acceptable,-3.663567138592189,2.3668806333987713,
r00677,1,acceptable,original_seta,0,ours,original acceptable,1.5551297704284068,-4.67557620798228,
r00678,1,acceptable,original_seta,0,ours,original acceptable,-0.7100327402728571,-4.252140677205138,
r00679,1,acceptable,original_seta,0,ours,original acceptable,-3.566603794461548,2.425377028923953,
r00680,1,acceptable,original_seta,0,ours,original acceptable,-2.980672576194411,1.8602101713501242,
r00681,1,acceptable,original_seta,0,ours,original acceptable,-3.6244953921087624,2.5440604506065307,
r00682,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.7223942004089341,-2.664869236889445,
r00683,1,acceptable,original_seta,0,ours,original acceptable,-4.37484012649032,2.318421722510771,
r00684,1,acceptable,original_seta,0,ours,original acceptable,-3.073628341487667,2.401096991162053,
r00685,1,acceptable,original_seta,0,ours,original acceptable,-3.8157272881220634,2.540361075271328,
r00686,-1,unacceptable,original_seta,0,ours,original unacceptable,0.8277349277631395,-4.639997118098166,
r00687,1,acceptable,original_seta,0,ours,original acceptable,-3.118731056128078,2.022600387516616,
r00688,1,acceptable,original_seta,0,ours,original acceptable,-3.007871564639748,2.5011628873167044,
r00689,1,acceptable,original_seta,0,ours,original acceptable,-1.1318648497394488,-4.826427343263736,
r00690,1,acceptable,original_seta,0,ours,original acceptable,-3.194695143794969,0.97757234392809,
r00691,1,acceptable,original_seta,0,ours,original acceptable,-2.8649244410591845,0.6110291628822961,
r00692,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00693,1,acceptable,original_seta,0,ours,original acceptable,-3.9199787178881342,2.6145983605450587,
r00694,1,acceptable,original_seta,0,ours,original acceptable,-2.229703806820323,1.2953153670808675,
r00695,1,acceptable,original_seta,0,ours,original acceptable,-0.3248399482771534,-4.735667727515261,
r00696,1,acceptable,original_seta,0,ours,original acceptable,-2.722073934046086,1.2687067422352984,
r00697,1,acceptable,original_seta,0,ours,original acceptable,-1.9415275173370596,-1.7618105685060599,
r00698,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00699,1,acceptable,original_seta,0,ours,original acceptable,0.7715739760407373,-4.710962609911052,
r00700,-1,unacceptable,original_seta,0,ours,original unacceptable,4.694723272428206,-3.871535309750958,
r00701,1,acceptable,original_seta,0,ours,original acceptable,-3.8605724300620055,2.3370305257557726,
r00702,-1,unacceptable,original_seta,0,ours,original unacceptable,0.9486594895968053,-4.497097609243871,
r00703,-1,unacceptable,original_seta,0,ours,original unacceptable,10.665510991431372,-3.9124128268884157,
r00704,1,acceptable,original_seta,0,ours,original acceptable,-0.9480395741431855,-3.633263358734469,
r00705,1,acceptable,original_seta,0,ours,original acceptable,-3.2806467931600087,2.136209476925807,
r00706,1,acceptable,original_seta,0,ours,original acceptable,-2.314756126515215,2.5321206028486167,
r00707,1,acceptable,original_seta,0,ours,original acceptable,-0.19377430969230164,-4.974882600367029,
r00708,1,acceptable,original_seta,0,ours,original acceptable,-3.156494087306733,2.4037617691552655,
r00709,1,acceptable,original_seta,0,ours,original acceptable,-3.9850478177849267,2.5886069168425148,
r00710,1,acceptable,original_seta,0,ours,original acceptable,-0.15384832757259628,-4.449217906620841,
r00711,1,acceptable,original_seta,0,ours,original acceptable,2.4277448875863925,-3.7359421635461545,
r00712,1,acceptable,original_seta,0,ours,original acceptable,-3.6477343592784437,2.4395662653353134,
r00713,-1,unacceptable,original_seta,0,ours,original unacceptable,5.673484176628521,-4.98786949715715,
r00714,1,acceptable,original_seta,0,ours,original acceptable,-2.421963943183663,2.218263520755488,
r00715,1,acceptable,original_seta,0,ours,original acceptable,-2.805658263615955,2.3636528747794276,
r00716,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00717,1,acceptable,original_seta,0,ours,original acceptable,-1.8219531000046005,-4.798477314941959,
r00718,1,acceptable,original_seta,0,ours,original acceptable,-3.706192549249442,1.7093602996522808,
r00719,1,acceptable,original_seta,0,ours,original acceptable,0.4477787155772541,-4.920650467058244,
r00720,1,acceptable,original_seta,0,ours,original acceptable,-1.0604109767765852,-4.6674502922948236,
r00721,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00722,1,acceptable,original_seta,0,ours,original acceptable,-3.7704399623721834,2.431583401932322,
r00723,1,acceptable,original_seta,0,ours,original acceptable,-1.173555531151682,-1.6351008114043284,
r00724,1,acceptable,original_seta,0,ours,original acceptable,-3.193081172268978,2.5155915007658405,
r00725,1,acceptable,original_seta,0,ours,original acceptable,-2.9185111733265816,2.451114412180467,
r00726,1,acceptable,original_seta,0,ours,original acceptable,-3.3646105032053537,2.5873814820649557,
r00727,1,acceptable,original_seta,0,ours,original acceptable,-3.5640069348120242,2.6762420786442407,
r00728,1,acceptable,original_seta,0,ours,original acceptable,-2.8514079836240405,2.256360880471965,
r00729,1,acceptable,original_seta,0,ours,original acceptable,-3.618028554789427,2.3704564946573043,
r00730,-1,unacceptable,original_seta,0,ours,original unacceptable,5.062291639695131,-4.945112437927603,
r00731,1,acceptable,original_seta,0,ours,original acceptable,-1.3170632675596503,-5.085969267259458,
r00732,1,acceptable,original_seta,0,ours,original acceptable,-3.369189851578781,2.5196778768699963,
r00733,1,acceptable,original_seta,0,ours,original acceptable,-0.830236886755831,-3.193813344086303,
r00734,1,acceptable,original_seta,0,ours,original acceptable,0.4118149829845633,-3.256290166698578,
r00735,1,acceptable,original_seta,0,ours,original acceptable,-2.2344505392790235,-0.40076013291187135,
r00736,1,acceptable,original_seta,0,ours,original acceptable,-4.092813820594037,2.6785183903112024,
r00737,1,acceptable,original_seta,0,ours,original acceptable,-3.1466585758012373,0.848776058791952,
r00738,1,acceptable,original_seta,0,ours,original acceptable,-1.6171548494811172,-4.8406540211098195,
r00739,1,acceptable,original_seta,0,ours,original acceptable,-2.451074249991974,1.7409339143815588,
r00740,1,acceptable,original_seta,0,ours,original acceptable,-3.512884384084156,2.336584403186904,
r00741,1,acceptable,original_seta,0,ours,original acceptable,-2.716013550797803,-0.7949229704098605,
r00742,1,acceptable,original_seta,0,ours,original acceptable,-3.672724306737637,2.660797137143112,
