idx,split,class_name,v116_candidate_type,domain,PC1,PC2,coordinate_basis
14586,train,medium,original_but,original BUT,-0.5065018382891537,0.9971227314003803,v116_shared_pca_44_features_fit_original_train
14587,train,medium,original_but,original BUT,0.872508403208107,1.6535598876751372,v116_shared_pca_44_features_fit_original_train
14589,train,medium,original_but,original BUT,0.893321312433115,1.70779351190876,v116_shared_pca_44_features_fit_original_train
14590,train,medium,original_but,original BUT,0.9498985599828094,1.8205514039246462,v116_shared_pca_44_features_fit_original_train
14591,train,medium,original_but,original BUT,1.5533265714108984,2.0809451914265416,v116_shared_pca_44_features_fit_original_train
14592,train,medium,original_but,original BUT,0.34537983606838607,1.3067466704796853,v116_shared_pca_44_features_fit_original_train
14593,train,medium,original_but,original BUT,0.4662680089083733,1.3576437134241357,v116_shared_pca_44_features_fit_original_train
14595,train,medium,original_but,original BUT,-0.21106166045247354,1.208525071778261,v116_shared_pca_44_features_fit_original_train
14596,train,medium,original_but,original BUT,1.194515362051168,1.7073996673727314,v116_shared_pca_44_features_fit_original_train
14598,train,medium,original_but,original BUT,0.9428664000580874,1.7264186125654517,v116_shared_pca_44_features_fit_original_train
14599,train,medium,original_but,original BUT,0.6240603461138426,1.4718399526422339,v116_shared_pca_44_features_fit_original_train
14601,train,medium,original_but,original BUT,0.6632689515736985,2.1756114348637703,v116_shared_pca_44_features_fit_original_train
14602,train,medium,original_but,original BUT,1.1922305868201803,2.1709603207070254,v116_shared_pca_44_features_fit_original_train
14603,train,medium,original_but,original BUT,1.5189257798827558,1.980977099206983,v116_shared_pca_44_features_fit_original_train
14604,train,medium,original_but,original BUT,1.2839897469629835,1.9977913337760647,v116_shared_pca_44_features_fit_original_train
14605,train,medium,original_but,original BUT,1.4177740072500478,1.901006004214248,v116_shared_pca_44_features_fit_original_train
14606,train,medium,original_but,original BUT,1.305988459145072,2.092471025683457,v116_shared_pca_44_features_fit_original_train
14607,train,medium,original_but,original BUT,1.2640644408010435,2.0432051843191026,v116_shared_pca_44_features_fit_original_train
14609,train,medium,original_but,original BUT,1.564965780368268,2.681498735356193,v116_shared_pca_44_features_fit_original_train
14610,train,medium,original_but,original BUT,0.3265133496210907,1.7357861702246506,v116_shared_pca_44_features_fit_original_train
14611,train,medium,original_but,original BUT,1.2196085596307384,2.19473501355791,v116_shared_pca_44_features_fit_original_train
14612,train,medium,original_but,original BUT,1.1177665855444676,1.871398796193087,v116_shared_pca_44_features_fit_original_train
14614,train,medium,original_but,original BUT,1.171159917401595,2.4601023957897623,v116_shared_pca_44_features_fit_original_train
14616,train,medium,original_but,original BUT,1.3868432545915654,2.260592996749817,v116_shared_pca_44_features_fit_original_train
14617,train,medium,original_but,original BUT,0.957892217460385,2.1995293694425557,v116_shared_pca_44_features_fit_original_train
14618,train,medium,original_but,original BUT,1.110669701935611,1.9961846778878358,v116_shared_pca_44_features_fit_original_train
14619,train,medium,original_but,original BUT,0.6889436670963258,1.7891148208938712,v116_shared_pca_44_features_fit_original_train
14621,train,medium,original_but,original BUT,2.0673341659154705,2.3215568811403555,v116_shared_pca_44_features_fit_original_train
14622,train,medium,original_but,original BUT,1.2664638641482973,2.3994166263869845,v116_shared_pca_44_features_fit_original_train
14623,train,medium,original_but,original BUT,1.0789213936218842,1.9808392573386484,v116_shared_pca_44_features_fit_original_train
14624,train,medium,original_but,original BUT,1.6528715445615485,2.105681979618185,v116_shared_pca_44_features_fit_original_train
14625,train,medium,original_but,original BUT,0.2724607263881128,1.8163488175075733,v116_shared_pca_44_features_fit_original_train
14627,train,medium,original_but,original BUT,1.4077840706357565,2.1776856063100416,v116_shared_pca_44_features_fit_original_train
14628,train,medium,original_but,original BUT,1.2187388742566148,2.007213798385227,v116_shared_pca_44_features_fit_original_train
14629,train,medium,original_but,original BUT,0.7497526559516676,1.8058790130443048,v116_shared_pca_44_features_fit_original_train
14630,train,medium,original_but,original BUT,0.9640143388427684,1.9355550109237265,v116_shared_pca_44_features_fit_original_train
14631,train,medium,original_but,original BUT,1.3850205539767764,2.1185867499103215,v116_shared_pca_44_features_fit_original_train
14632,train,medium,original_but,original BUT,0.33513057081309017,1.4368742473149605,v116_shared_pca_44_features_fit_original_train
14635,train,medium,original_but,original BUT,0.6437245202784607,2.1599658296636384,v116_shared_pca_44_features_fit_original_train
14636,train,medium,original_but,original BUT,0.6684302561767971,1.5442258241651954,v116_shared_pca_44_features_fit_original_train
14637,train,medium,original_but,original BUT,1.22910291865767,1.8714983929295848,v116_shared_pca_44_features_fit_original_train
14638,train,medium,original_but,original BUT,-0.42877170828931166,1.6734950516246176,v116_shared_pca_44_features_fit_original_train
14640,train,medium,original_but,original BUT,1.1588487113128376,1.7957716440127354,v116_shared_pca_44_features_fit_original_train
14641,train,medium,original_but,original BUT,1.0818795742999243,1.8837557808867793,v116_shared_pca_44_features_fit_original_train
14642,train,medium,original_but,original BUT,1.8281685724389365,2.031653502802886,v116_shared_pca_44_features_fit_original_train
14643,train,medium,original_but,original BUT,0.7225341877823637,2.2249213129329086,v116_shared_pca_44_features_fit_original_train
14645,train,medium,original_but,original BUT,1.1324938935287572,1.969327232244776,v116_shared_pca_44_features_fit_original_train
14647,train,medium,original_but,original BUT,1.4438651660342465,2.2862520353264597,v116_shared_pca_44_features_fit_original_train
14648,train,medium,original_but,original BUT,0.8783114179282141,2.3735690635514946,v116_shared_pca_44_features_fit_original_train
14649,train,medium,original_but,original BUT,1.1549029137674542,2.3481968444678443,v116_shared_pca_44_features_fit_original_train
14650,train,medium,original_but,original BUT,-0.7631722824363845,0.3363980395448908,v116_shared_pca_44_features_fit_original_train
14652,train,medium,original_but,original BUT,0.07996119517067779,0.9686175120057163,v116_shared_pca_44_features_fit_original_train
14653,train,medium,original_but,original BUT,-1.1283257315780908,0.552580356361545,v116_shared_pca_44_features_fit_original_train
14654,train,medium,original_but,original BUT,0.06811888856776394,1.0201109863976523,v116_shared_pca_44_features_fit_original_train
14655,train,medium,original_but,original BUT,0.5345114968964363,0.7523907074477174,v116_shared_pca_44_features_fit_original_train
14657,train,medium,original_but,original BUT,0.48584282328160155,0.7742685590797846,v116_shared_pca_44_features_fit_original_train
14658,train,medium,original_but,original BUT,0.512327011655644,0.9557381400062168,v116_shared_pca_44_features_fit_original_train
14659,train,medium,original_but,original BUT,0.9041119540888933,1.3443402746230022,v116_shared_pca_44_features_fit_original_train
14660,train,medium,original_but,original BUT,1.4562197227595255,1.8876086565126713,v116_shared_pca_44_features_fit_original_train
14661,train,medium,original_but,original BUT,1.528849738527975,1.9089722220938912,v116_shared_pca_44_features_fit_original_train
14663,train,medium,original_but,original BUT,1.4296399423311048,2.13943634316403,v116_shared_pca_44_features_fit_original_train
14664,train,medium,original_but,original BUT,1.4977535230257129,1.9759688442682706,v116_shared_pca_44_features_fit_original_train
14665,train,medium,original_but,original BUT,1.124345785897022,1.8970511397878438,v116_shared_pca_44_features_fit_original_train
14666,train,medium,original_but,original BUT,1.205558903509536,2.5857994041337284,v116_shared_pca_44_features_fit_original_train
14667,train,medium,original_but,original BUT,0.7059631943288336,2.4520083584109145,v116_shared_pca_44_features_fit_original_train
14668,train,medium,original_but,original BUT,0.15592697425516155,2.0824111175793094,v116_shared_pca_44_features_fit_original_train
14669,train,medium,original_but,original BUT,0.2531487715073534,1.9686045949638713,v116_shared_pca_44_features_fit_original_train
14670,train,medium,original_but,original BUT,1.1543584354708756,2.195823116940539,v116_shared_pca_44_features_fit_original_train
14671,train,medium,original_but,original BUT,1.3485141057175027,2.3735288599763606,v116_shared_pca_44_features_fit_original_train
14672,train,medium,original_but,original BUT,1.3364584616564634,1.9949188422384505,v116_shared_pca_44_features_fit_original_train
14673,train,medium,original_but,original BUT,1.4687056522388344,2.4301160572803098,v116_shared_pca_44_features_fit_original_train
14674,train,medium,original_but,original BUT,-0.0693336437490839,0.10255044351575329,v116_shared_pca_44_features_fit_original_train
14675,train,medium,original_but,original BUT,-0.880492077204178,0.02089235700427787,v116_shared_pca_44_features_fit_original_train
14676,train,medium,original_but,original BUT,-0.6649188735568483,0.23294588251947868,v116_shared_pca_44_features_fit_original_train
14677,train,medium,original_but,original BUT,0.2035282433288932,0.6188397950460494,v116_shared_pca_44_features_fit_original_train
14679,train,medium,original_but,original BUT,0.17341198542613423,0.6670604981260753,v116_shared_pca_44_features_fit_original_train
14680,train,medium,original_but,original BUT,1.417768559978498,2.190369795270194,v116_shared_pca_44_features_fit_original_train
14682,train,medium,original_but,original BUT,-1.366206909656654,-0.4663680670358053,v116_shared_pca_44_features_fit_original_train
14683,train,medium,original_but,original BUT,0.877514501132205,1.1038691862815928,v116_shared_pca_44_features_fit_original_train
14684,train,medium,original_but,original BUT,0.9710505270111235,1.4131591930825367,v116_shared_pca_44_features_fit_original_train
14685,train,medium,original_but,original BUT,0.5087613803175796,1.1209667500267197,v116_shared_pca_44_features_fit_original_train
14687,train,medium,original_but,original BUT,-3.5001682138445527,-0.6672840966849072,v116_shared_pca_44_features_fit_original_train
14689,train,medium,original_but,original BUT,0.705117302470541,0.11107667677291078,v116_shared_pca_44_features_fit_original_train
14691,train,medium,original_but,original BUT,0.9051604947964735,1.498090647408245,v116_shared_pca_44_features_fit_original_train
14692,train,medium,original_but,original BUT,0.6716441030509015,1.1843313521322258,v116_shared_pca_44_features_fit_original_train
14693,train,medium,original_but,original BUT,0.6935151649800884,1.1846244912243828,v116_shared_pca_44_features_fit_original_train
14695,train,medium,original_but,original BUT,0.5806872638455056,1.7225291314612838,v116_shared_pca_44_features_fit_original_train
14697,train,medium,original_but,original BUT,1.1035268067489148,1.670811193392379,v116_shared_pca_44_features_fit_original_train
14698,train,medium,original_but,original BUT,1.13998500341231,1.6454754653647146,v116_shared_pca_44_features_fit_original_train
14699,train,medium,original_but,original BUT,0.5219699341803178,1.8103027227428263,v116_shared_pca_44_features_fit_original_train
14700,train,medium,original_but,original BUT,0.7112468082616379,1.2204630361788475,v116_shared_pca_44_features_fit_original_train
14701,train,medium,original_but,original BUT,0.19654965160660964,0.7120023909057644,v116_shared_pca_44_features_fit_original_train
14702,train,medium,original_but,original BUT,0.6296960085084593,1.1579727768679775,v116_shared_pca_44_features_fit_original_train
14703,train,medium,original_but,original BUT,0.29233004413257735,0.65317521338693,v116_shared_pca_44_features_fit_original_train
14705,train,medium,original_but,original BUT,0.2620677391205649,0.7429497496843536,v116_shared_pca_44_features_fit_original_train
14707,train,medium,original_but,original BUT,1.0215652642400133,1.939476422803328,v116_shared_pca_44_features_fit_original_train
14708,train,medium,original_but,original BUT,1.090835457250079,1.578028747660381,v116_shared_pca_44_features_fit_original_train
14709,train,medium,original_but,original BUT,1.036263282277327,1.4320451522823743,v116_shared_pca_44_features_fit_original_train
14710,train,medium,original_but,original BUT,-1.3663914260004786,-0.5368553347570231,v116_shared_pca_44_features_fit_original_train
14711,train,medium,original_but,original BUT,-4.991643389436085,-2.3344802768632937,v116_shared_pca_44_features_fit_original_train
14712,train,medium,original_but,original BUT,0.3072134285355038,1.0000886631329389,v116_shared_pca_44_features_fit_original_train
14713,train,medium,original_but,original BUT,-0.16622095557114247,0.1488795107949387,v116_shared_pca_44_features_fit_original_train
14714,train,medium,original_but,original BUT,0.7327496348290089,0.4632242979205909,v116_shared_pca_44_features_fit_original_train
14715,train,medium,original_but,original BUT,-0.16812958959445345,0.3293837843144208,v116_shared_pca_44_features_fit_original_train
14716,train,medium,original_but,original BUT,0.9683792550540875,0.835219515194048,v116_shared_pca_44_features_fit_original_train
14717,train,medium,original_but,original BUT,-0.8015802048435463,0.5273282364799374,v116_shared_pca_44_features_fit_original_train
14718,train,medium,original_but,original BUT,1.5701676160141531,0.6718683354146757,v116_shared_pca_44_features_fit_original_train
14719,train,medium,original_but,original BUT,-0.002556550876860131,0.6021810537630972,v116_shared_pca_44_features_fit_original_train
14720,train,medium,original_but,original BUT,0.9557611815160579,0.9162817125233114,v116_shared_pca_44_features_fit_original_train
14722,train,medium,original_but,original BUT,0.9225324806577784,1.4934539114087593,v116_shared_pca_44_features_fit_original_train
14723,train,medium,original_but,original BUT,0.5999058117279508,1.997557620879589,v116_shared_pca_44_features_fit_original_train
14724,train,medium,original_but,original BUT,0.7611916226852752,1.6651059989375459,v116_shared_pca_44_features_fit_original_train
14726,train,medium,original_but,original BUT,1.4539908781636335,1.5539612476607843,v116_shared_pca_44_features_fit_original_train
14727,train,medium,original_but,original BUT,1.1459470269871161,1.6195869868271489,v116_shared_pca_44_features_fit_original_train
14728,train,medium,original_but,original BUT,0.6384316913767272,1.2931053520864686,v116_shared_pca_44_features_fit_original_train
14729,train,medium,original_but,original BUT,0.32384839375303365,1.4322008789468255,v116_shared_pca_44_features_fit_original_train
14730,train,medium,original_but,original BUT,0.2072822566569471,0.7490411339080028,v116_shared_pca_44_features_fit_original_train
14731,train,medium,original_but,original BUT,-0.14356424018831593,0.6055686227348605,v116_shared_pca_44_features_fit_original_train
14732,train,medium,original_but,original BUT,0.3736581055938605,1.056852598834857,v116_shared_pca_44_features_fit_original_train
14733,train,medium,original_but,original BUT,0.02630883726204636,0.5681967027317154,v116_shared_pca_44_features_fit_original_train
14735,train,medium,original_but,original BUT,-0.30526456590113615,0.5848867353531628,v116_shared_pca_44_features_fit_original_train
14736,train,medium,original_but,original BUT,0.24978698144243328,0.8825122653024011,v116_shared_pca_44_features_fit_original_train
14737,train,medium,original_but,original BUT,-0.10290234014215915,0.38391265352662335,v116_shared_pca_44_features_fit_original_train
14739,train,medium,original_but,original BUT,-0.433696243837552,0.32439643316068417,v116_shared_pca_44_features_fit_original_train
14740,train,medium,original_but,original BUT,-0.3764773211579011,0.1570221820841552,v116_shared_pca_44_features_fit_original_train
14741,train,medium,original_but,original BUT,-0.695624991001242,-0.10080244787541728,v116_shared_pca_44_features_fit_original_train
14742,train,medium,original_but,original BUT,-0.19327781298063762,0.21075840265163084,v116_shared_pca_44_features_fit_original_train
14745,train,medium,original_but,original BUT,0.6430934171446729,0.8284015407332661,v116_shared_pca_44_features_fit_original_train
14747,train,medium,original_but,original BUT,0.5286565887368194,1.0263766946762218,v116_shared_pca_44_features_fit_original_train
14748,train,medium,original_but,original BUT,0.5388547280958101,0.949599056586069,v116_shared_pca_44_features_fit_original_train
14751,train,medium,original_but,original BUT,0.25266695941984685,0.9101581672651564,v116_shared_pca_44_features_fit_original_train
14752,train,medium,original_but,original BUT,0.5263958598432409,1.2112791565649665,v116_shared_pca_44_features_fit_original_train
14753,train,medium,original_but,original BUT,-0.20313748683193333,0.49039140120195523,v116_shared_pca_44_features_fit_original_train
14754,train,medium,original_but,original BUT,0.32634802016047926,0.9891559823349048,v116_shared_pca_44_features_fit_original_train
14755,train,medium,original_but,original BUT,0.32273626309779657,0.8177399142658139,v116_shared_pca_44_features_fit_original_train
14756,train,medium,original_but,original BUT,-0.3766539021636708,0.8587538105969832,v116_shared_pca_44_features_fit_original_train
14758,train,medium,original_but,original BUT,0.9645449619907402,1.9661444946566626,v116_shared_pca_44_features_fit_original_train
14760,train,medium,original_but,original BUT,1.917769633654475,1.9149942018334694,v116_shared_pca_44_features_fit_original_train
14762,train,medium,original_but,original BUT,-1.999132271908982,-0.5678630161926981,v116_shared_pca_44_features_fit_original_train
14763,train,medium,original_but,original BUT,0.597199537356135,1.2816716463532911,v116_shared_pca_44_features_fit_original_train
14764,train,medium,original_but,original BUT,0.9057472931132595,1.3665187837434887,v116_shared_pca_44_features_fit_original_train
14765,train,medium,original_but,original BUT,0.3520943228942538,1.0598501360985455,v116_shared_pca_44_features_fit_original_train
14766,train,medium,original_but,original BUT,0.915871169766114,2.022745391253414,v116_shared_pca_44_features_fit_original_train
14767,train,medium,original_but,original BUT,0.9316276792452367,1.703174780714725,v116_shared_pca_44_features_fit_original_train
14768,train,medium,original_but,original BUT,0.7046291155474094,2.107683261807353,v116_shared_pca_44_features_fit_original_train
14769,train,medium,original_but,original BUT,0.6213604610616372,1.8365808458530604,v116_shared_pca_44_features_fit_original_train
14770,train,medium,original_but,original BUT,0.9665450740022697,1.6785354304950257,v116_shared_pca_44_features_fit_original_train
14771,train,medium,original_but,original BUT,0.7050216419800914,1.5213179289765564,v116_shared_pca_44_features_fit_original_train
14772,train,medium,original_but,original BUT,0.8387567154730224,1.9980814252997836,v116_shared_pca_44_features_fit_original_train
14773,train,medium,original_but,original BUT,1.1535553709365325,2.0082362147859008,v116_shared_pca_44_features_fit_original_train
14776,train,medium,original_but,original BUT,1.4931510842726903,2.282810326259072,v116_shared_pca_44_features_fit_original_train
14777,train,medium,original_but,original BUT,1.620787798801888,2.152156727598748,v116_shared_pca_44_features_fit_original_train
14778,train,medium,original_but,original BUT,1.4198059325006644,1.959138360122196,v116_shared_pca_44_features_fit_original_train
14779,train,medium,original_but,original BUT,1.1738675127918885,1.8747744146145364,v116_shared_pca_44_features_fit_original_train
14780,train,medium,original_but,original BUT,-4.232950631370487,-1.0010233193724298,v116_shared_pca_44_features_fit_original_train
14782,train,medium,original_but,original BUT,0.9984961207608993,1.623575168393735,v116_shared_pca_44_features_fit_original_train
14783,train,medium,original_but,original BUT,1.2429228518239022,1.9765632214440236,v116_shared_pca_44_features_fit_original_train
14784,train,medium,original_but,original BUT,1.277096148420306,2.112322360905902,v116_shared_pca_44_features_fit_original_train
14785,train,medium,original_but,original BUT,1.482629884031121,2.1496189258162994,v116_shared_pca_44_features_fit_original_train
14786,train,medium,original_but,original BUT,1.3782752176134052,2.990065911383931,v116_shared_pca_44_features_fit_original_train
14788,train,medium,original_but,original BUT,1.337702609421548,2.3002336630096414,v116_shared_pca_44_features_fit_original_train
14789,train,medium,original_but,original BUT,1.684761393892721,2.5231592631044557,v116_shared_pca_44_features_fit_original_train
14790,train,medium,original_but,original BUT,1.4842489717544347,2.1214816275189947,v116_shared_pca_44_features_fit_original_train
14791,train,medium,original_but,original BUT,1.7576568373036294,2.340718171758923,v116_shared_pca_44_features_fit_original_train
14793,train,medium,original_but,original BUT,1.3718237902046382,2.2570215626294217,v116_shared_pca_44_features_fit_original_train
14794,train,medium,original_but,original BUT,1.6301200540975271,2.3979062298690765,v116_shared_pca_44_features_fit_original_train
14795,train,medium,original_but,original BUT,0.5913701959949111,1.9168085941590853,v116_shared_pca_44_features_fit_original_train
14796,train,medium,original_but,original BUT,0.8424065456403664,2.051334852160584,v116_shared_pca_44_features_fit_original_train
14797,train,medium,original_but,original BUT,0.9183780757043787,2.091773625165649,v116_shared_pca_44_features_fit_original_train
14798,train,medium,original_but,original BUT,-7.509680106808162,-4.2650105408044725,v116_shared_pca_44_features_fit_original_train
14799,train,medium,original_but,original BUT,0.6717653312550376,1.3574342002014252,v116_shared_pca_44_features_fit_original_train
14800,train,medium,original_but,original BUT,0.8834192553564417,1.8898276187524239,v116_shared_pca_44_features_fit_original_train
14801,train,medium,original_but,original BUT,0.41470132187918274,1.5490392028543325,v116_shared_pca_44_features_fit_original_train
14802,train,medium,original_but,original BUT,0.8903028127162225,1.8824141153008118,v116_shared_pca_44_features_fit_original_train
14803,train,medium,original_but,original BUT,0.862727146331435,2.5379846078643897,v116_shared_pca_44_features_fit_original_train
14804,train,medium,original_but,original BUT,0.8885691313558934,2.0729951212914095,v116_shared_pca_44_features_fit_original_train
14805,train,medium,original_but,original BUT,0.9862290694749862,2.2052314898130754,v116_shared_pca_44_features_fit_original_train
14806,train,medium,original_but,original BUT,0.5875841997065196,1.7732625596380074,v116_shared_pca_44_features_fit_original_train
14808,train,medium,original_but,original BUT,0.7661211611012462,1.1688161114831095,v116_shared_pca_44_features_fit_original_train
14810,train,medium,original_but,original BUT,0.849860356778121,1.4814566241459535,v116_shared_pca_44_features_fit_original_train
14811,train,medium,original_but,original BUT,0.04732803405194019,1.3381453093275293,v116_shared_pca_44_features_fit_original_train
14812,train,medium,original_but,original BUT,-6.437038458456007,-4.430078182614145,v116_shared_pca_44_features_fit_original_train
14813,train,medium,original_but,original BUT,-1.6112755459146055,-0.1368817882810447,v116_shared_pca_44_features_fit_original_train
14814,train,medium,original_but,original BUT,0.32107594607514534,1.2771315731863127,v116_shared_pca_44_features_fit_original_train
14815,train,medium,original_but,original BUT,0.7618266636846034,1.8684041706915706,v116_shared_pca_44_features_fit_original_train
14816,train,medium,original_but,original BUT,-2.1231995279083757,-0.41964361095856817,v116_shared_pca_44_features_fit_original_train
14817,train,medium,original_but,original BUT,0.2855721594503223,1.0522209584052982,v116_shared_pca_44_features_fit_original_train
14818,train,medium,original_but,original BUT,0.8569361286908188,2.1680035846489965,v116_shared_pca_44_features_fit_original_train
14819,train,medium,original_but,original BUT,0.1845898952935231,1.509940950090475,v116_shared_pca_44_features_fit_original_train
14820,train,medium,original_but,original BUT,1.0132530872592578,2.292636291406921,v116_shared_pca_44_features_fit_original_train
14822,train,medium,original_but,original BUT,0.8282602172724305,1.7560293593706042,v116_shared_pca_44_features_fit_original_train
14823,train,medium,original_but,original BUT,-1.6559884479007634,0.13455819061134205,v116_shared_pca_44_features_fit_original_train
14824,train,medium,original_but,original BUT,0.5751638060730494,1.500211104623785,v116_shared_pca_44_features_fit_original_train
14825,train,medium,original_but,original BUT,0.19234331786141912,1.1881107959807589,v116_shared_pca_44_features_fit_original_train
14826,train,medium,original_but,original BUT,0.6227671850185548,1.9553921851747433,v116_shared_pca_44_features_fit_original_train
14827,train,medium,original_but,original BUT,0.1850716531265938,1.5484378954336997,v116_shared_pca_44_features_fit_original_train
14828,train,medium,original_but,original BUT,0.8070843547780233,2.116718915384702,v116_shared_pca_44_features_fit_original_train
14830,train,medium,original_but,original BUT,0.4385171776236487,1.9084912974077757,v116_shared_pca_44_features_fit_original_train
14831,train,medium,original_but,original BUT,0.5310784721818181,1.3380724056715427,v116_shared_pca_44_features_fit_original_train
14832,train,medium,original_but,original BUT,0.89173230546217,2.0109095968057185,v116_shared_pca_44_features_fit_original_train
14833,train,medium,original_but,original BUT,0.7668394861513087,2.0770241868899935,v116_shared_pca_44_features_fit_original_train
14834,train,medium,original_but,original BUT,-1.2703590620556158,0.09451494542769406,v116_shared_pca_44_features_fit_original_train
14835,train,medium,original_but,original BUT,-1.5192314837751755,0.3779971955869134,v116_shared_pca_44_features_fit_original_train
14837,train,medium,original_but,original BUT,0.34677618462327087,1.403471643152075,v116_shared_pca_44_features_fit_original_train
14838,train,medium,original_but,original BUT,1.097795449815304,1.6361381657370209,v116_shared_pca_44_features_fit_original_train
14839,train,medium,original_but,original BUT,0.662876599194824,1.1381433882924614,v116_shared_pca_44_features_fit_original_train
14840,train,medium,original_but,original BUT,-0.15704611522743095,2.0897472927760843,v116_shared_pca_44_features_fit_original_train
14841,train,medium,original_but,original BUT,-0.4441648796300266,1.361106265820037,v116_shared_pca_44_features_fit_original_train
14842,train,medium,original_but,original BUT,1.2653279617375561,1.882464484296787,v116_shared_pca_44_features_fit_original_train
14843,train,medium,original_but,original BUT,0.463459098535682,1.5972230140019053,v116_shared_pca_44_features_fit_original_train
14844,train,medium,original_but,original BUT,0.4070030158396597,1.906203491897356,v116_shared_pca_44_features_fit_original_train
14847,train,medium,original_but,original BUT,1.21007334695864,2.237347692470676,v116_shared_pca_44_features_fit_original_train
14848,train,medium,original_but,original BUT,1.4067493551946688,2.3660258363706954,v116_shared_pca_44_features_fit_original_train
14849,train,medium,original_but,original BUT,0.9693783340367164,1.9633405578701408,v116_shared_pca_44_features_fit_original_train
14850,train,medium,original_but,original BUT,1.3217394239256217,2.5907524727246862,v116_shared_pca_44_features_fit_original_train
14852,train,medium,original_but,original BUT,0.18391918905460447,0.8913264465202375,v116_shared_pca_44_features_fit_original_train
14853,train,medium,original_but,original BUT,0.4567028070217036,1.505565878557167,v116_shared_pca_44_features_fit_original_train
14855,train,medium,original_but,original BUT,0.7688309624447793,2.2464396614210713,v116_shared_pca_44_features_fit_original_train
14856,train,medium,original_but,original BUT,0.6178778778957713,1.4492508509254023,v116_shared_pca_44_features_fit_original_train
14857,train,medium,original_but,original BUT,0.1433076130005162,1.141799767363285,v116_shared_pca_44_features_fit_original_train
14858,train,medium,original_but,original BUT,0.8036524247357829,1.8193434494943723,v116_shared_pca_44_features_fit_original_train
14859,train,medium,original_but,original BUT,0.7315417688198966,1.816798688854907,v116_shared_pca_44_features_fit_original_train
14860,train,medium,original_but,original BUT,1.6324774804194488,2.50747506322026,v116_shared_pca_44_features_fit_original_train
14862,train,medium,original_but,original BUT,0.5919539477690117,2.309600723058321,v116_shared_pca_44_features_fit_original_train
14863,train,medium,original_but,original BUT,1.3519539146832023,2.379334432163353,v116_shared_pca_44_features_fit_original_train
14864,train,medium,original_but,original BUT,0.5424485460618967,1.5329673507369321,v116_shared_pca_44_features_fit_original_train
14865,train,medium,original_but,original BUT,-3.8046190762223806,-1.5635777439386305,v116_shared_pca_44_features_fit_original_train
14866,train,medium,original_but,original BUT,0.7587048197966878,1.487530395637277,v116_shared_pca_44_features_fit_original_train
14867,train,medium,original_but,original BUT,-4.2903500832254196,-2.2745672813522235,v116_shared_pca_44_features_fit_original_train
14869,train,medium,original_but,original BUT,-0.08937424606866728,0.4299018128898108,v116_shared_pca_44_features_fit_original_train
14870,train,medium,original_but,original BUT,-0.35689986341808067,-0.10004806221166904,v116_shared_pca_44_features_fit_original_train
14871,train,medium,original_but,original BUT,-0.32688384988757613,0.5319639239805898,v116_shared_pca_44_features_fit_original_train
14873,train,medium,original_but,original BUT,-0.09890282162538044,0.9776761305262156,v116_shared_pca_44_features_fit_original_train
14875,train,medium,original_but,original BUT,-0.313751398188715,0.6841679333437205,v116_shared_pca_44_features_fit_original_train
14876,train,medium,original_but,original BUT,-2.3025561552977654,-1.2806207833623529,v116_shared_pca_44_features_fit_original_train
14878,train,medium,original_but,original BUT,-0.8221743066676632,1.4384852400619792,v116_shared_pca_44_features_fit_original_train
14879,train,medium,original_but,original BUT,-0.3941880151103856,0.21798035434465496,v116_shared_pca_44_features_fit_original_train
14880,train,medium,original_but,original BUT,-0.3767092084186916,0.31674468073623996,v116_shared_pca_44_features_fit_original_train
14881,train,medium,original_but,original BUT,-0.35102449742107633,0.22172712445197895,v116_shared_pca_44_features_fit_original_train
14882,train,medium,original_but,original BUT,-1.0046646065569025,-0.05348188326401272,v116_shared_pca_44_features_fit_original_train
14883,train,medium,original_but,original BUT,-0.6083242848966344,-0.0481846876663867,v116_shared_pca_44_features_fit_original_train
14886,train,medium,original_but,original BUT,-0.6088719616784659,-0.10238347991169486,v116_shared_pca_44_features_fit_original_train
14888,train,medium,original_but,original BUT,-5.735952549184791,-2.5941773407537863,v116_shared_pca_44_features_fit_original_train
14890,train,medium,original_but,original BUT,-2.3155596173854796,0.00995627480083032,v116_shared_pca_44_features_fit_original_train
14891,train,medium,original_but,original BUT,-5.00219851762629,-3.311987747912246,v116_shared_pca_44_features_fit_original_train
14892,train,medium,original_but,original BUT,-3.65781220469901,-1.4000679880080544,v116_shared_pca_44_features_fit_original_train
14893,train,medium,original_but,original BUT,-3.7927006745544953,-1.5086017263991751,v116_shared_pca_44_features_fit_original_train
14894,train,medium,original_but,original BUT,0.8518538308491632,1.3679392136229849,v116_shared_pca_44_features_fit_original_train
14895,train,medium,original_but,original BUT,-3.283081536590903,-1.7117029912728814,v116_shared_pca_44_features_fit_original_train
14896,train,medium,original_but,original BUT,-1.6973491437803911,-0.290806892975386,v116_shared_pca_44_features_fit_original_train
14898,train,medium,original_but,original BUT,-4.221812803649724,-2.471354165216083,v116_shared_pca_44_features_fit_original_train
14899,train,medium,original_but,original BUT,-5.335723222359594,-3.4595322750220734,v116_shared_pca_44_features_fit_original_train
14900,train,medium,original_but,original BUT,-7.381327479219037,-3.1680082630362176,v116_shared_pca_44_features_fit_original_train
14901,train,medium,original_but,original BUT,-3.3508353571274623,-1.6625545932281565,v116_shared_pca_44_features_fit_original_train
